,Date,Consumer Price Index for All Urban Consumers: Rent(CBSA),All-Transactions House Price Index(MSAD),New Private Housing Units Authorized by Building Permits: 1-Unit Structures(MSA),Consumer Price Index for All Urban Consumers: housing(CBSA),Consumer Price Index for All Urban Consumers: All items(CBSA),Economic Conditions Index(MSA),"Total Gross Domestic Product for Dallas,Millions of Dollars(MSA)",S&P/Case-Shiller TX-Dallas Home Price Index,Mortgage debt-percent with debt,Median debt(inflation adjusted),Percent with Severely Delinquent Debt,Consumer Price Index for All Urban Consumers: Owners Equivalent Rent(CBSA),"Civilian Labor Force in Dallas,persons(MSA)","Per Capita Personal Income,persons,Dollars, Annual(MSA)","Resident Population, Thousands of Persons, Annual(MSA)","Unemployment Rate, percent(MSA)"
198,1980-05-01,,,,,,,,,,,,,,,,
199,1980-06-01,76.900,,,80.200,81.700,,,,,,,,,,,
200,1980-07-01,,78.26,,,,,,,,,,,,,,
201,1980-08-01,78.200,,,80.100,82.400,,,,,,,,,,,
202,1980-09-01,,,,,,,,,,,,,,,,
203,1980-10-01,78.600,79.78,,82.700,84.400,,,,,,,,,,,
204,1980-11-01,,,,,,,,,,,,,,,,
205,1980-12-01,86.000,,,85.000,85.900,,,,,,,,,,,
206,1981-01-01,,81.84,,,,,,,,,,,,12742,,
207,1981-02-01,83.500,,,86.100,87.500,,,,,,,,,,,
208,1981-03-01,,,,,,,,,,,,,,,,
209,1981-04-01,85.400,83.57,,87.600,89.100,,,,,,,,,,,
210,1981-05-01,,,,,,,,,,,,,,,,
211,1981-06-01,84.700,,,90.800,91.200,,,,,,,,,,,
212,1981-07-01,,84.87,,,,,,,,,,,,,,
213,1981-08-01,86.400,,,91.000,91.900,,,,,,,,,,,
214,1981-09-01,,,,,,,,,,,,,,,,
215,1981-10-01,86.800,78.15,,92.900,93.200,,,,,,,,,,,
216,1981-11-01,,,,,,,,,,,,,,,,
217,1981-12-01,90.400,,,94.500,94.100,,,,,,,,,,,
218,1982-01-01,,87.51,,,,,,,,,,,,13690,,
219,1982-02-01,90.100,,,92.500,93.600,,,,,,,,,,,
220,1982-03-01,,,,,,,,,,,,,,,,
221,1982-04-01,90.200,82.16,,95.900,94.700,,,,,,,,,,,
222,1982-05-01,,,,,,,,,,,,,,,,
223,1982-06-01,91.800,,,98.500,97.200,,,,,,,,,,,
224,1982-07-01,,85.29,,,,,,,,,,,,,,
225,1982-08-01,93.900,,,97.400,97.000,,,,,,,,,,,
226,1982-09-01,,,,,,,,,,,,,,,,
227,1982-10-01,98.100,87.54,,98.400,97.800,,,,,,,,,,,
228,1982-11-01,,,,,,,,,,,,,,,,
229,1982-12-01,96.500,,,95.800,96.700,,,,,,,,,,,
230,1983-01-01,,91.41,,,,,,,,,,,,14684,,
231,1983-02-01,97.800,,,96.700,97.100,,,,,,,,,,,
232,1983-03-01,,,,,,,,,,,,,,,,
233,1983-04-01,101.000,93.15,,97.900,98.400,,,,,,,,,,,
234,1983-05-01,,,,,,,,,,,,,,,,
235,1983-06-01,102.200,,,101.300,100.100,,,,,,,,,,,
236,1983-07-01,,94.66,,,,,,,,,,,,,,
237,1983-08-01,101.500,,,101.000,100.700,,,,,,,,,,,
238,1983-09-01,,,,,,,,,,,,,,,,
239,1983-10-01,102.000,97.07,,101.300,101.500,,,,,,,,,,,
240,1983-11-01,,,,,,,,,,,,,,,,
241,1983-12-01,102.700,,,100.700,101.200,,,,,,,,,,,
242,1984-01-01,,97.53,,,,,,,,,,108.800,,16174,,
243,1984-02-01,104.700,,,103.000,102.900,,,,,,,,,,,
244,1984-03-01,,,,,,,,,,,,,,,,
245,1984-04-01,105.300,99.36,,102.800,103.300,,,,,,,,,,,
246,1984-05-01,,,,,,,,,,,,,,,,
247,1984-06-01,105.300,,,104.000,103.800,,,,,,,,,,,
248,1984-07-01,,101.72,,,,,,,,,,,,,,
249,1984-08-01,106.900,,,105.300,105.100,,,,,,,,,,,
250,1984-09-01,,,,,,,,,,,,,,,,
251,1984-10-01,107.500,101.98,,106.300,106.400,,,,,,,,,,,
252,1984-11-01,,,,,,,,,,,,,,,,
253,1984-12-01,106.700,,,103.400,105.400,,,,,,,,,,,
254,1985-01-01,,102.58,,,,,,,,,,113.800,,17263,,
255,1985-02-01,108.900,,,105.000,106.200,,,,,,,,,,,
256,1985-03-01,,,,,,,,,,,,,,,,
257,1985-04-01,107.500,104.79,,105.600,107.000,,,,,,,,,,,
258,1985-05-01,,,,,,,,,,,,,,,,
259,1985-06-01,110.000,,,107.900,108.300,,,,,,,,,,,
260,1985-07-01,,105.90,,,,,,,,,,,,,,
261,1985-08-01,111.900,,,110.000,109.500,,,,,,,,,,,
262,1985-09-01,,,,,,,,,,,,,,,,
263,1985-10-01,112.600,106.25,,109.100,109.600,,,,,,,,,,,
264,1985-11-01,,,,,,,,,,,,,,,,
265,1985-12-01,112.500,,,107.700,109.800,,,,,,,,,,,
266,1986-01-01,,106.65,,,,,,,,,,118.700,,17601,,
267,1986-02-01,114.400,,,109.700,110.600,,,,,,,,,,,
268,1986-03-01,,,,,,,,,,,,,,,,
269,1986-04-01,114.700,109.11,,109.800,108.800,,,,,,,,,,,
270,1986-05-01,,,,,,,,,,,,,,,,
271,1986-06-01,114.400,,,111.300,109.900,,,,,,,,,,,
272,1986-07-01,,108.06,,,,,,,,,,,,,,
273,1986-08-01,113.900,,,111.600,110.400,,,,,,,,,,,
274,1986-09-01,,,,,,,,,,,,,,,,
275,1986-10-01,113.500,107.49,,110.000,110.300,,,,,,,,,,,
276,1986-11-01,,,,,,,,,,,,,,,,
277,1986-12-01,114.300,,,107.100,109.300,,,,,,,,,,,
278,1987-01-01,113.800,107.08,,,,,,,,,,119.100,,17823,,
279,1987-02-01,113.100,,,108.000,110.900,,,,,,,,,,,
280,1987-03-01,113.000,,,,,,,,,,,,,,,
281,1987-04-01,112.900,102.91,,109.100,112.200,,,,,,,,,,,
282,1987-05-01,112.200,,,,,,,,,,,,,,,
283,1987-06-01,111.100,,,109.700,112.900,,,,,,,,,,,
284,1987-07-01,112.800,102.10,,,,,,,,,,,,,,
285,1987-08-01,112.300,,,110.500,113.500,,,,,,,,,,,
286,1987-09-01,115.000,,,,,,,,,,,,,,,
287,1987-10-01,114.100,99.14,,111.400,114.900,,,,,,,,,,,
288,1987-11-01,112.900,,,,,,,,,,,,,,,
289,1987-12-01,111.300,,,108.900,113.900,,,,,,,,,,,
290,1988-01-01,110.900,98.74,1091.9019740828400,,,,,,,,,118.200,,18629,,
291,1988-02-01,109.800,,1273.3936193459900,107.900,114.000,,,,,,,,,,,
292,1988-03-01,111.200,,1205.9031546729400,,,,,,,,,,,,,
293,1988-04-01,111.600,98.42,1199.8341269623500,109.200,115.400,,,,,,,,,,,
294,1988-05-01,111.400,,1140.4768326710800,,,,,,,,,,,,,
295,1988-06-01,109.600,,1190.7813815612300,109.400,115.600,,,,,,,,,,,
296,1988-07-01,110.500,95.86,985.8429178594690,,,,,,,,,,,,,
297,1988-08-01,110.200,,1087.7016713244100,111.900,117.200,,,,,,,,,,,
298,1988-09-01,108.300,,1227.9125214662300,,,,,,,,,,,,,
299,1988-10-01,109.400,94.33,1016.2846613247800,111.200,117.900,,,,,,,,,,,
